Mod:Item:MetaData, Localized Name
iceandfire:dragonscales_electric:0, Dragon Scales
iceandfire:dragonscales_amethyst:0, Dragon Scales
iceandfire:dragonscales_copper:0, Dragon Scales
iceandfire:dragonscales_black:0, Dragon Scales
iceandfire:dragonbone, Dragon Bone
iceandfire:witherbone, Witherbone
iceandfire:fishing_spear, Fishing Spear
iceandfire:wither_shard, Witherbone Shard
iceandfire:dragonbone_sword, Dragon Bone Sword
iceandfire:dragonbone_shovel, Dragon Bone Shovel
iceandfire:dragonbone_pickaxe, Dragon Bone Pickaxe
iceandfire:dragonbone_axe, Dragon Bone Axe
iceandfire:dragonbone_hoe, Dragon Bone Hoe
iceandfire:dragonbone_sword_fire, Flamed Dragon Bone Sword
iceandfire:dragonbone_sword_ice, Iced Dragon Bone Sword
iceandfire:dragonbone_sword_lightning, Shocked Dragon Bone Sword
iceandfire:dragonbone_arrow, Dragon Bone Arrow
iceandfire:dragonbone_arrow_fire, Flamed Dragon Bone Arrow
iceandfire:dragonbone_arrow_ice, Iced Dragon Bone Arrow
iceandfire:dragonbone_arrow_lightning, Shocked Dragon Bone Arrow
iceandfire:dragonbone_bow, Dragon Bone Bow
iceandfire:dragonbone_bow_fire, Flamed Dragon Bone Bow
iceandfire:dragonbone_bow_ice, Iced Dragon Bone Bow
iceandfire:dragonbone_bow_lightning, Shocked Dragon Bone Bow
iceandfire:dragon_skull:0, Dragon Skull
iceandfire:dragon_skull:1, Dragon Skull
iceandfire:dragon_skull:2, Dragon Skull
iceandfire:dragonarmor_iron:0, Iron Dragon Armor
iceandfire:dragonarmor_iron:1, Iron Dragon Armor
iceandfire:dragonarmor_iron:2, Iron Dragon Armor
iceandfire:dragonarmor_iron:3, Iron Dragon Armor
iceandfire:dragonarmor_gold:0, Gold Dragon Armor
iceandfire:dragonarmor_gold:1, Gold Dragon Armor
iceandfire:dragonarmor_gold:2, Gold Dragon Armor
iceandfire:dragonarmor_gold:3, Gold Dragon Armor
iceandfire:dragonarmor_diamond:0, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:1, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:2, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:3, Diamond Dragon Armor
iceandfire:dragonarmor_silver:0, Silver Dragon Armor
iceandfire:dragonarmor_silver:1, Silver Dragon Armor
iceandfire:dragonarmor_silver:2, Silver Dragon Armor
iceandfire:dragonarmor_silver:3, Silver Dragon Armor
iceandfire:dragonarmor_copper:0, Copper Dragon Armor
iceandfire:dragonarmor_copper:1, Copper Dragon Armor
iceandfire:dragonarmor_copper:2, Copper Dragon Armor
iceandfire:dragonarmor_copper:3, Copper Dragon Armor
iceandfire:dragon_meal, Dragon Meal
iceandfire:sickly_dragon_meal, Sickly Dragon Meal
iceandfire:fire_dragon_flesh, Fire Dragon Flesh
iceandfire:ice_dragon_flesh, Ice Dragon Flesh
iceandfire:lightning_dragon_flesh, Lightning Dragon Flesh
iceandfire:fire_dragon_heart, Fire Dragon Heart
iceandfire:ice_dragon_heart, Ice Dragon Heart
iceandfire:lightning_dragon_heart, Lightning Dragon Heart
iceandfire:fire_dragon_blood, Fire Dragon Blood
iceandfire:ice_dragon_blood, Ice Dragon Blood
iceandfire:lightning_dragon_blood, Lightning Dragon Blood
iceandfire:dragon_stick, Dragon Command Staff
iceandfire:dragon_horn, Dragon Horn
iceandfire:dragon_horn_fire, Dragon Horn
iceandfire:dragon_horn_ice, Dragon Horn
iceandfire:dragon_horn_lightning, Dragon Horn
iceandfire:dragon_flute, Dragon Bone Flute
iceandfire:hippogryph_egg:0, Hippogryph Egg
iceandfire:hippogryph_egg:1, Hippogryph Egg
iceandfire:hippogryph_egg:2, Hippogryph Egg
iceandfire:hippogryph_egg:3, Hippogryph Egg
iceandfire:hippogryph_egg:4, Hippogryph Egg
iceandfire:hippogryph_egg:5, Hippogryph Egg
iceandfire:hippogryph_egg:6, Hippogryph Egg
iceandfire:iron_hippogryph_armor, Iron Hippogryph Armor
iceandfire:gold_hippogryph_armor, Gold Hippogryph Armor
iceandfire:diamond_hippogryph_armor, Diamond Hippogryph Armor
iceandfire:gorgon_head, Gorgon Head
iceandfire:stone_statue, Stone Statue
iceandfire:blindfold, Blindfold
iceandfire:pixie_dust, Pixie Dust
iceandfire:ambrosia, Ambrosia
iceandfire:sheep_helmet, Sheep Disguise Helmet
iceandfire:sheep_chestplate, Sheep Disguise Chestplate
iceandfire:sheep_leggings, Sheep Disguise Leggings
iceandfire:sheep_boots, Sheep Disguise Boots
iceandfire:shiny_scales, Shiny Scales
iceandfire:earplugs, Earplugs
iceandfire:hippocampus_fin, Hippocampus Fin
iceandfire:hippocampus_slapper, Hippocampus Slapper
iceandfire:troll_leather_forest, Forest Troll Leather
iceandfire:troll_leather_frost, Frost Troll Leather
iceandfire:troll_leather_mountain, Mountain Troll Leather
iceandfire:deathworm_chitin:0, Tan Death Worm Chitin
iceandfire:deathworm_chitin:1, White Death Worm Chitin
iceandfire:deathworm_chitin:2, Red Death Worm Chitin
iceandfire:deathworm_yellow_helmet, Tan Death Worm Chitin Helmet
iceandfire:deathworm_yellow_chestplate, Tan Death Worm Chitin Chestplate
iceandfire:deathworm_yellow_leggings, Tan Death Worm Chitin Leggings
iceandfire:deathworm_yellow_boots, Tan Death Worm Chitin Boots
iceandfire:deathworm_white_helmet, White Death Worm Chitin Helmet
iceandfire:deathworm_white_chestplate, White Death Worm Chitin Chestplate
iceandfire:deathworm_white_leggings, White Death Worm Chitin Leggings
iceandfire:deathworm_white_boots, White Death Worm Chitin Boots
iceandfire:deathworm_red_helmet, Red Death Worm Chitin Helmet
iceandfire:deathworm_red_chestplate, Red Death Worm Chitin Chestplate
iceandfire:deathworm_red_leggings, Red Death Worm Chitin Leggings
iceandfire:deathworm_red_boots, Red Death Worm Chitin Boots
iceandfire:iceandfire.deathworm_egg:0, Death Worm Egg
iceandfire:iceandfire.deathworm_egg:1, Giant Death Worm Egg
iceandfire:rotten_egg, Rotten Egg
iceandfire:stymphalian_bird_feather, Stymphalian Bird Feather
iceandfire:stymphalian_arrow, Stymphalian Arrow
iceandfire:troll_tusk, Troll Tusk
iceandfire:myrmex_desert_egg:0, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:1, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:2, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:3, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:4, Desert Myrmex Egg
iceandfire:myrmex_jungle_egg:0, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:1, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:2, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:3, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:4, Jungle Myrmex Egg
iceandfire:myrmex_desert_resin, Desert Myrmex Resin Chunk
iceandfire:myrmex_jungle_resin, Jungle Myrmex Resin Chunk
iceandfire:myrmex_desert_chitin, Desert Myrmex Chitin
iceandfire:myrmex_jungle_chitin, Jungle Myrmex Chitin
iceandfire:myrmex_stinger, Myrmex Stinger
iceandfire:myrmex_desert_sword, Desert Myrmex Chitin Sword
iceandfire:myrmex_desert_sword_venom, Desert Myrmex Stinger Sword
iceandfire:myrmex_desert_shovel, Desert Myrmex Chitin Shovel
iceandfire:myrmex_desert_pickaxe, Desert Myrmex Chitin Pickaxe
iceandfire:myrmex_desert_axe, Desert Myrmex Chitin Axe
iceandfire:myrmex_desert_hoe, Desert Myrmex Chitin Hoe
iceandfire:myrmex_jungle_sword, Jungle Myrmex Chitin Sword
iceandfire:myrmex_jungle_sword_venom, Jungle Myrmex Stinger Sword
iceandfire:myrmex_jungle_shovel, Jungle Myrmex Chitin Shovel
iceandfire:myrmex_jungle_pickaxe, Jungle Myrmex Chitin Pickaxe
iceandfire:myrmex_jungle_axe, Jungle Myrmex Chitin Axe
iceandfire:myrmex_jungle_hoe, Jungle Myrmex Chitin Hoe
iceandfire:myrmex_desert_staff, Desert Myrmex Staff
iceandfire:myrmex_jungle_staff, Jungle Myrmex Staff
iceandfire:myrmex_desert_helmet, Desert Myrmex Chitin Helmet
iceandfire:myrmex_desert_chestplate, Desert Myrmex Chitin Chestplate
iceandfire:myrmex_desert_leggings, Desert Myrmex Chitin Leggings
iceandfire:myrmex_desert_boots, Desert Myrmex Chitin Boots
iceandfire:myrmex_jungle_helmet, Jungle Myrmex Chitin Helmet
iceandfire:myrmex_jungle_chestplate, Jungle Myrmex Chitin Chestplate
iceandfire:myrmex_jungle_leggings, Jungle Myrmex Chitin Leggings
iceandfire:myrmex_jungle_boots, Jungle Myrmex Chitin Boots
iceandfire:amphithere_feather, Amphithere Feather
iceandfire:amphithere_arrow, Amphithere Arrow
iceandfire:sea_serpent_fang, Sea Serpent Fang
iceandfire:sea_serpent_arrow, Tide Arrow
iceandfire:hydra_fang, Hydra Fang
iceandfire:hydra_heart, Hydra Heart
iceandfire:hydra_arrow, Hydra Arrow
iceandfire:cyclops_eye, Eye of Cyclops
iceandfire:tide_trident, Tide Trident
iceandfire:lich_staff, Dread Lich Staff
iceandfire:dread_queen_sword, Blade of the Dreaded Queen
iceandfire:dread_queen_staff, Staff of the Dreaded Queen
iceandfire:dread_shard, Dread Shard
iceandfire:dread_key, §bGravemaster's Key§r
iceandfire:dread_sword, Dread Thrall's Sword
iceandfire:dread_knight_sword, Dread Knight's Sword
iceandfire:ghost_ingot, Phantasmal Ingot
iceandfire:ghost_sword, Phantasmal Blade
iceandfire:summoning_crystal_fire, Fire Dragon Summoning Crystal
iceandfire:summoning_crystal_ice, Ice Dragon Summoning Crystal
iceandfire:summoning_crystal_lightning, Lightning Dragon Summoning Crystal
iceandfire:chain_link, Iron Chain Link
iceandfire:chain, Iron Chain
iceandfire:dragon_collar, Dragon Collar
iceandfire:armor_red_helmet, Dragon Scale Helmet
iceandfire:armor_red_chestplate, Dragon Scale Chestplate
iceandfire:armor_red_leggings, Dragon Scale Leggings
iceandfire:armor_red_boots, Dragon Scale Boots
iceandfire:armor_bronze_helmet, Dragon Scale Helmet
iceandfire:armor_bronze_chestplate, Dragon Scale Chestplate
iceandfire:armor_bronze_leggings, Dragon Scale Leggings
iceandfire:armor_bronze_boots, Dragon Scale Boots
iceandfire:armor_green_helmet, Dragon Scale Helmet
iceandfire:armor_green_chestplate, Dragon Scale Chestplate
iceandfire:armor_green_leggings, Dragon Scale Leggings
iceandfire:armor_green_boots, Dragon Scale Boots
iceandfire:armor_gray_helmet, Dragon Scale Helmet
iceandfire:armor_gray_chestplate, Dragon Scale Chestplate
iceandfire:armor_gray_leggings, Dragon Scale Leggings
iceandfire:armor_gray_boots, Dragon Scale Boots
iceandfire:armor_blue_helmet, Dragon Scale Helmet
iceandfire:armor_blue_chestplate, Dragon Scale Chestplate
iceandfire:armor_blue_leggings, Dragon Scale Leggings
iceandfire:armor_blue_boots, Dragon Scale Boots
iceandfire:armor_white_helmet, Dragon Scale Helmet
iceandfire:armor_white_chestplate, Dragon Scale Chestplate
iceandfire:armor_white_leggings, Dragon Scale Leggings
iceandfire:armor_white_boots, Dragon Scale Boots
iceandfire:armor_sapphire_helmet, Dragon Scale Helmet
iceandfire:armor_sapphire_chestplate, Dragon Scale Chestplate
iceandfire:armor_sapphire_leggings, Dragon Scale Leggings
iceandfire:armor_sapphire_boots, Dragon Scale Boots
iceandfire:armor_silver_helmet, Dragon Scale Helmet
iceandfire:armor_silver_chestplate, Dragon Scale Chestplate
iceandfire:armor_silver_leggings, Dragon Scale Leggings
iceandfire:armor_silver_boots, Dragon Scale Boots
iceandfire:armor_electric_helmet, Dragon Scale Helmet
iceandfire:armor_electric_chestplate, Dragon Scale Chestplate
iceandfire:armor_electric_leggings, Dragon Scale Leggings
iceandfire:armor_electric_boots, Dragon Scale Boots
iceandfire:armor_amethyst_helmet, Dragon Scale Helmet
iceandfire:armor_amethyst_chestplate, Dragon Scale Chestplate
iceandfire:armor_amethyst_leggings, Dragon Scale Leggings
iceandfire:armor_amethyst_boots, Dragon Scale Boots
iceandfire:armor_copper_helmet, Dragon Scale Helmet
iceandfire:armor_copper_chestplate, Dragon Scale Chestplate
iceandfire:armor_copper_leggings, Dragon Scale Leggings
iceandfire:armor_copper_boots, Dragon Scale Boots
iceandfire:armor_black_helmet, Dragon Scale Helmet
iceandfire:armor_black_chestplate, Dragon Scale Chestplate
iceandfire:armor_black_leggings, Dragon Scale Leggings
iceandfire:armor_black_boots, Dragon Scale Boots
iceandfire:armor_red_helmet_flamed, Flamed Dragon Scale Helmet
iceandfire:armor_red_chestplate_flamed, Flamed Dragon Scale Chestplate
iceandfire:armor_red_leggings_flamed, Flamed Dragon Scale Leggings
iceandfire:armor_red_boots_flamed, Flamed Dragon Scale Boots
iceandfire:armor_bronze_helmet_flamed, Flamed Dragon Scale Helmet
iceandfire:armor_bronze_chestplate_flamed, Flamed Dragon Scale Chestplate
iceandfire:armor_bronze_leggings_flamed, Flamed Dragon Scale Leggings
iceandfire:armor_bronze_boots_flamed, Flamed Dragon Scale Boots
iceandfire:armor_green_helmet_flamed, Flamed Dragon Scale Helmet
iceandfire:armor_green_chestplate_flamed, Flamed Dragon Scale Chestplate
iceandfire:armor_green_leggings_flamed, Flamed Dragon Scale Leggings
iceandfire:armor_green_boots_flamed, Flamed Dragon Scale Boots
iceandfire:armor_gray_helmet_flamed, Flamed Dragon Scale Helmet
iceandfire:armor_gray_chestplate_flamed, Flamed Dragon Scale Chestplate
iceandfire:armor_gray_leggings_flamed, Flamed Dragon Scale Leggings
iceandfire:armor_gray_boots_flamed, Flamed Dragon Scale Boots
iceandfire:armor_blue_helmet_iced, Iced Dragon Scale Helmet
iceandfire:armor_blue_chestplate_iced, Iced Dragon Scale Chestplate
iceandfire:armor_blue_leggings_iced, Iced Dragon Scale Leggings
iceandfire:armor_blue_boots_iced, Iced Dragon Scale Boots
iceandfire:armor_white_helmet_iced, Iced Dragon Scale Helmet
iceandfire:armor_white_chestplate_iced, Iced Dragon Scale Chestplate
iceandfire:armor_white_leggings_iced, Iced Dragon Scale Leggings
iceandfire:armor_white_boots_iced, Iced Dragon Scale Boots
iceandfire:armor_sapphire_helmet_iced, Iced Dragon Scale Helmet
iceandfire:armor_sapphire_chestplate_iced, Iced Dragon Scale Chestplate
iceandfire:armor_sapphire_leggings_iced, Iced Dragon Scale Leggings
iceandfire:armor_sapphire_boots_iced, Iced Dragon Scale Boots
iceandfire:armor_silver_helmet_iced, Iced Dragon Scale Helmet
iceandfire:armor_silver_chestplate_iced, Iced Dragon Scale Chestplate
iceandfire:armor_silver_leggings_iced, Iced Dragon Scale Leggings
iceandfire:armor_silver_boots_iced, Iced Dragon Scale Boots
iceandfire:armor_electric_helmet_shocked, Shocked Dragon Scale Helmet
iceandfire:armor_electric_chestplate_shocked, Shocked Dragon Scale Chestplate
iceandfire:armor_electric_leggings_shocked, Shocked Dragon Scale Leggings
iceandfire:armor_electric_boots_shocked, Shocked Dragon Scale Boots
iceandfire:armor_amethyst_helmet_shocked, Shocked Dragon Scale Helmet
iceandfire:armor_amethyst_chestplate_shocked, Shocked Dragon Scale Chestplate
iceandfire:armor_amethyst_leggings_shocked, Shocked Dragon Scale Leggings
iceandfire:armor_amethyst_boots_shocked, Shocked Dragon Scale Boots
iceandfire:armor_copper_helmet_shocked, Shocked Dragon Scale Helmet
iceandfire:armor_copper_chestplate_shocked, Shocked Dragon Scale Chestplate
iceandfire:armor_copper_leggings_shocked, Shocked Dragon Scale Leggings
iceandfire:armor_copper_boots_shocked, Shocked Dragon Scale Boots
iceandfire:armor_black_helmet_shocked, Shocked Dragon Scale Helmet
iceandfire:armor_black_chestplate_shocked, Shocked Dragon Scale Chestplate
iceandfire:armor_black_leggings_shocked, Shocked Dragon Scale Leggings
iceandfire:armor_black_boots_shocked, Shocked Dragon Scale Boots
iceandfire:sea_serpent_scales_blue, Sea Serpent Scales
iceandfire:tide_blue_helmet, Tide Guardian Helmet
iceandfire:tide_blue_chestplate, Tide Guardian Chestplate
iceandfire:tide_blue_leggings, Tide Guardian Leggings
iceandfire:tide_blue_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_bronze, Sea Serpent Scales
iceandfire:tide_bronze_helmet, Tide Guardian Helmet
iceandfire:tide_bronze_chestplate, Tide Guardian Chestplate
iceandfire:tide_bronze_leggings, Tide Guardian Leggings
iceandfire:tide_bronze_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_deepblue, Sea Serpent Scales
iceandfire:tide_deepblue_helmet, Tide Guardian Helmet
iceandfire:tide_deepblue_chestplate, Tide Guardian Chestplate
iceandfire:tide_deepblue_leggings, Tide Guardian Leggings
iceandfire:tide_deepblue_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_green, Sea Serpent Scales
iceandfire:tide_green_helmet, Tide Guardian Helmet
iceandfire:tide_green_chestplate, Tide Guardian Chestplate
iceandfire:tide_green_leggings, Tide Guardian Leggings
iceandfire:tide_green_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_purple, Sea Serpent Scales
iceandfire:tide_purple_helmet, Tide Guardian Helmet
iceandfire:tide_purple_chestplate, Tide Guardian Chestplate
iceandfire:tide_purple_leggings, Tide Guardian Leggings
iceandfire:tide_purple_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_red, Sea Serpent Scales
iceandfire:tide_red_helmet, Tide Guardian Helmet
iceandfire:tide_red_chestplate, Tide Guardian Chestplate
iceandfire:tide_red_leggings, Tide Guardian Leggings
iceandfire:tide_red_boots, Tide Guardian Boots
iceandfire:sea_serpent_scales_teal, Sea Serpent Scales
iceandfire:tide_teal_helmet, Tide Guardian Helmet
iceandfire:tide_teal_chestplate, Tide Guardian Chestplate
iceandfire:tide_teal_leggings, Tide Guardian Leggings
iceandfire:tide_teal_boots, Tide Guardian Boots
iceandfire:troll_weapon.axe, Troll's Axe
iceandfire:troll_weapon.column, Troll's Stone Column
iceandfire:troll_weapon.column_forest, Troll's Mossy Column
iceandfire:troll_weapon.column_frost, Troll's Frosted Column
iceandfire:troll_weapon.hammer, Troll's Hammer
iceandfire:troll_weapon.trunk, Troll's Tree Trunk
iceandfire:troll_weapon.trunk_frost, Troll's Frosted Tree Trunk
iceandfire:forest_troll_leather_helmet, Forest Troll Leather Helmet
iceandfire:forest_troll_leather_chestplate, Forest Troll Leather Chestplate
iceandfire:forest_troll_leather_leggings, Forest Troll Leather Leggings
iceandfire:forest_troll_leather_boots, Forest Troll Leather Boots
iceandfire:frost_troll_leather_helmet, Frost Troll Leather Helmet
iceandfire:frost_troll_leather_chestplate, Frost Troll Leather Chestplate
iceandfire:frost_troll_leather_leggings, Frost Troll Leather Leggings
iceandfire:frost_troll_leather_boots, Frost Troll Leather Boots
iceandfire:mountain_troll_leather_helmet, Mountain Troll Leather Helmet
iceandfire:mountain_troll_leather_chestplate, Mountain Troll Leather Chestplate
iceandfire:mountain_troll_leather_leggings, Mountain Troll Leather Leggings
iceandfire:mountain_troll_leather_boots, Mountain Troll Leather Boots
iceandfire:hippogryph_skull, Hippogryph Skull
iceandfire:cyclops_skull, Cyclops Skull
iceandfire:cockatrice_skull, Cockatrice Skull
iceandfire:stymphalian_skull, Stymphalian Bird Skull
iceandfire:troll_skull, Troll Skull
iceandfire:amphithere_skull, Amphithere Skull
iceandfire:seaserpent_skull, Sea Serpent Skull
iceandfire:hydra_skull, Hydra Skull
da:void_thorns, Void Thorn
da:abberrant_eye, Aberrant Mana
da:flame_metal_scrap, Flame Metal Scrap
da:dark_mana, Roh Void Mana
da:dark_core, Roh Void Core
da:crypt_plate, Dark Metal Plate
da:knight_shard, Stormvier Shard
da:knight_ingot, Stormvier Ingot
da:lightning_shard, Lithic Shard
da:lightning_ingot, Lithic Ingot
da:ancient_mana, Ancient Anima
da:incendium_core, Incendium Core
da:volatile_orb, Volactile Pearl
da:red_ancient_mana, Inflamed Ancient Anima
da:frost_shard, Wyrk Shard
da:frost_ingot, Wyrk Crystal
da:draugr_shard, Frostborn Shard
da:draugr_ingot, Frostborn Ingot
da:great_wyrk_mana, Ancient Wyrk Anima
da:light_mana, Divine Mana
da:divine_scroll, Divine Scroll
da:divine_metal, Divine Metal Scrap
